id,id_race,id_horse,horse_name,jockey,trainer,age,weight,number,last_ran_days_ago,non_runner,form,position,distance_beaten,owner,sire,dam,official_rating,starting_price,price
6408,237545,278106,Qamari(IRE),Rossa Ryan,James Tate,2,2-Sep,5,,0,,3,1 1/4,Mr Sultan Ali,MASAR(IRE),DUBKA,,6.5,£3564
6409,237545,277799,Ehtiram(IRE),David Probert,Owen Burrows,2,Sep-00,6,9,0,0,4,1 1/4,Shadwell Estate Company Ltd,RIBCHESTER(IRE),AL RAAHBA(IRE),,11,£3564
6410,237545,277363,La Verite,Dylan Hogan,Daniel &amp; Claire Kubler,2,12-Aug,10,22,0,4,5,2 1/2,Newclose,OASIS DREAM,UNDENIABLE,,21,£3564
6411,237545,277794,Russian Ballerina(GER),Joe Fanning,Charlie Johnston,2,12-Aug,12,9,0,8,6,3 1/2,,,,,41,£3564
6412,237545,277545,Forest Spirit(IRE),Benoit de la Sayette,Michael Bell,2,2-Sep,3,16,0,9,7,1,Mrs G. Rowland Clark &amp; Mr J. OConnor,WALDGEIST,HELISA(FR),,67,£3564
6413,237545,277546,Marmalade Lady,Daniel Muscutt,Hughie Morrison,2,2-Sep,4,16,0,0,8,2 1/2,,,,,151,£3564
6414,237545,278107,Lady Birdie,Callum Hutchinson,Andrew Balding,2,Sep-00,8,,0,,9,8 1/2,DJT Racing &amp; Partner,GLENEAGLES(IRE),LADY MASCARA,,34,£3564
6415,237545,278108,Post Mistress,Charles Bishop,Hughie Morrison,2,12-Aug,11,,0,,10,2 1/2,,,,,51,£3564
6416,237545,273410,Irresistible Force,Harry Russell,Adrian Keatley,2,Sep-00,7,136,0,66,11,4 1/2,,,,,251,£3564
6417,237545,276227,Lady Invictus(IRE),Elle-May Croot,Ivan Furtado,2,12-Aug,9,36,0,0,12,5 1/2,Amazing Racing &amp; Partner,INVINCIBLE ARMY(IRE),STREETLADY(USA),,301,£3564
6418,237546,274906,Roman Secret(IRE),Jack Garritty,Richard Fahey,2,6-Sep,6,30,0,23642,1,,Richard Fahey Ebor Racing Club Ltd,HOLY ROMAN EMPEROR(IRE),SECRET EXISTENCE(IRE),67,26,£3873
6419,237546,275795,Dunstan(IRE),Rossa Ryan,Ralph Beckett,2,11-Sep,1,23,0,5229,2,nk,,,,72,3.25,£3873
6420,237546,276922,Claxton Bay,Thomas Greatrex,Richard Hannon,2,9-Sep,3,13,0,644,3,1,,,,70,8.5,£3873
6421,237546,276115,Bradman,Harry Davies,Charlie Fellowes,2,4-Aug,11,49,0,57,4,nk,,,,51,17,£3873
6422,237546,274386,Squeaker,Billy Loughnane,Marco Botti,2,8-Sep,4,22,0,24442,5,nk,,,,69,5,£3873
6423,237546,274735,Rocket Warrior(IRE),Benoit de la Sayette,Marco Botti,2,9-Sep,2,62,0,41,6,3 1/4,Keep Kicking Racing &amp; Les Boyer,SAXON WARRIOR(JPN),MOONLIT VIEW(IRE),70,3.5,£3873
6424,237546,274144,Bay Of Australia(IRE),Harry Russell,Adrian Keatley,2,5-Sep,8,21,0,24273,7,2 3/4,Cragg Wood Racing 1,INNS OF COURT(IRE),ROSY LIFE(IRE),66,13,£3873
6425,237546,275451,Surging Tide(IRE),Joe Fanning,Charlie Johnston,2,13-Aug,10,6,0,78533,8,4-Mar,,,,60,17,£3873
6426,237546,274855,Pannonica(IRE),Liam Keniry,Richard Hannon,2,7-Sep,5,29,0,577,9,3 3/4,Mr Michael Pescod,ACCLAMATION,SPRING LEAF(FR),68,151,£3873
6427,237546,272298,Pretence(IRE),Alec Voikhansky,Hugo Palmer,2,6-Sep,7,16,0,90012546,10,1 3/4,,,,67,26,£3873
6428,237546,275573,Fernden Wells(IRE),David Probert,Andrew Balding,2,4-Sep,9,38,0,22,11,nk,,,,65,41,£3873
6429,237547,270876,Jumeira Vision(IRE),Joshua Bryan,Archie Watson,3,11-Sep,5,11,0,5783,1,,Mr Abdulla Al Mansoori,IFFRAAJ,MANABOO(USA),62,7,£3140
6430,237547,237103,Star Of St Louis(FR),Hector Crouch,Matt Crawley,6,4-Sep,8,15,0,96355511,2,1,Mr John Mangan,STYLE VENDOME(FR),MOMIX,52,3.25,£3140
6431,237547,257464,Meadram,Trevor Whelan,Marcus Tregoning,5,13-Sep,2,43,0,356677-82,3,2 3/4,Mrs M. E. Wates,MUKHADRAM,MEA PARVITAS(IRE),61,4,£3140
6432,237547,268901,Sparkling Spirit,Harry Russell,Adrian Keatley,3,6-Sep,7,20,0,34600374,4,4-Mar,,,,57,15,£3140
6433,237547,258553,Ermin Street(IRE),Billy Loughnane,Mark Loughnane,4,12-Sep,4,11,0,7-7554757,5,4-Mar,,,,60,8,£3140
6434,237547,261407,Come On John(IRE),Paddy Bradley,Michael Attwater,4,10-25ex,1,11,0,13409871,6,hd,,,,64,6,£3140
6435,237547,258403,Brown Mouse(IRE),Daniel Muscutt,Tom Ward,4,9-Sep,6,36,0,475d63248,7,15,,SHOWCASING,SHEMDA(IRE),57,29,£3140
6436,237547,267574,Pink Walls,Laura Coughlan,Lisa Williamson,3,8-9 (8-8),10,21,0,7-755609,8,2 1/4,E. H. Jones (Paints) Ltd,HEERAAT(IRE),GEMINI GLORY(USA),46,201,£3140
6437,237547,233838,Nine Elms(USA),David Probert,Kevin Frost,8,12-Sep,3,82,0,11336357,9,2 1/4,Mr K. Nicholls,STREET CRY(IRE),NAWAIET(USA),60,17,£3140
6438,237547,256301,Chelsea Annie(IRE),Liam Keniry,Neil Mulholland,4,8-12 (8-11),9,41,1,8-4563789,,,Ontoawinner and B Keatley,MEHMAS(IRE),MISS SALLY(IRE),46,,£3140
6439,237548,258273,Graffiti,Taylor Fisher,Gary Brown,4,13-Sep,1,31,0,57543-213,1,,Enigma,SIXTIES ICON,OUTSIDE ART,61,6.5,£3140
6440,237548,267445,My Roxanne(IRE),Ben Robinson,Brian Ellison,3,9-116ex,4,7,0,33139351,2,3 1/2,Mr P. Boyle,JAMES GARFIELD(IRE),MAGIC MOTIF(USA),62,3.5,£3140
6441,237548,270871,Swing To The Stars(IRE),David Probert,Ian Williams,4,13-Sep,2,36,0,78239325,3,2 1/4,,,,61,2.75,£3140
6442,237548,241488,Stand Free,William Carver,Ivan Furtado,6,8-12 (8-11),9,59,0,233080-09,4,5 1/2,Miss Kate Dobb &amp; Mr Stuart Dobb,HELMET(AUS),IVORY SILK,46,17,£3140
6443,237548,224870,Carey Street(IRE),Cameron Noble,Linda Stubbs,7,10-Sep,5,151,0,6-4465429,5,1 3/4,P.G.Shorrock &amp; L.Stubbs,BUNGLE INTHEJUNGLE,UNDULANT WAY,58,23,£3140
6444,237548,264796,Black Smoke(IRE),Billy Loughnane,Mark Loughnane,6,9-Sep,6,11,0,70012796,6,1 3/4,Optimistic Drums Syndicate,TALE OF TWO CITIES(IRE),MISS FORDE(IRE),57,8,£3140
6445,237548,256289,Caracristi,Mark Winn,Philip Kirby,4,12-Aug,8,15,0,93367984,7,2,Geoff &amp; Sandra Turnbull,MONDIALISTE(IRE),JEN JOS ENIGMA(IRE),46,10,£3140
6446,237548,274428,Ourdefence(IRE),Joe Leavy,John Flint,3,8-9 (8-8),10,25,0,674074,8,12,Mr Timothy Jones,NATIONAL DEFENSE,READYANDAWAY(USA),46,81,£3140
6447,237548,270244,Nuketown(IRE),Paddy Bradley,Ralph Smith,3,4-Sep,7,72,0,5660,9,26,,,,55,67,£3140
6448,237548,245724,Sun Festival,Rossa Ryan,Joseph Parr,5,12-Sep,3,11,1,13134122,,,The Queen,TORONADO(IRE),RAYMI COYA(CAN),60,,£3140
6449,237549,239848,Al Rufaa(FR),Dylan Hogan,Daniel &amp; Claire Kubler,6,2-Oct,1,16,0,429-97889,1,,Al Shaqab Racing,KINGMAN,CLARMINA(IRE),82,8,£5129
6450,237549,220264,Power Of Darkness,Mikkel Mortensen,Charlie Fellowes,8,10-Sep,3,10,0,65050123,2,2 3/4,Mr R. C. C. Villers,POWER,SUMMERS LEASE,76,8.5,£5129
6451,237549,259718,Phantasy Mac(IRE),Billy Loughnane,George Boughey,4,6-Sep,7,15,0,23308573,3,1 1/2,,,,72,6.5,£5129
6452,237549,265900,Supreme King(IRE),Rossa Ryan,David Evans,3,9-Sep,5,28,0,2527-2542,4,2-Jan,,,,78,5,£5129
6453,237549,245364,Summa Peto(USA),Alistair Rawlinson,Michael Appleby,5,Oct-00,2,196,0,712/7690-0,5,1 3/4,Weldspec Glasgow Limited,DIALED IN(USA),UNBRIDLED GEM(USA),80,6.5,£5129
6454,237549,254250,Night Arc,Thomas Greatrex,Richard Hannon,4,9-Sep,4,39,0,86221779,6,2 1/4,"J.Palmer-Brown,N.Woodcock,A.OCallaghan",TWILIGHT SON,GYMNASTE(IRE),75,23,£5129
6455,237549,268890,Supaspecialawesome(IRE),David Probert,Hugo Palmer,3,3-Sep,8,24,0,26072207,7,2-Jan,,,,72,7.5,£5129
6456,237549,256305,Flatley,Finley Marsh,Adrian Wintle,6,9-75ex,6,11,0,5-7668441,8,1 1/2,Mr D. A. Smerdon,KENDARGENT(FR),PREMIERE DANSEUSE,73,5,£5129
6457,237549,227053,Jacks Point,Harry Burns,John Butler,7,12-Aug,10,32,0,7-0899566,9,5 1/2,Mr C. L. A. Edginton,SLADE POWER(IRE),ELECTRA STAR,64,34,£5129
6458,237549,265919,Tomouh Dubai(IRE),William Carson,Anthony Carson,3,13-Aug,9,454,0,730-,10,50,Godolphin,IFFRAAJ,FLORA SANDES(USA),68,101,£5129
6459,237550,267129,Sea Me Dance,Hector Crouch,S. P. C. Woods,3,9-Sep,6,16,0,54164653,1,,,,,70,5.5,£3873
6460,237550,266896,Artisan Dancer(FR),Oliver Stammers,Charlie Johnston,3,8-Sep,7,15,0,86111632,2,1,The Makyowners,MASTERCRAFTSMAN(IRE),RUSSIANA(IRE),69,4,£3873
6461,237550,265757,Two Past Eight,Rossa Ryan,Alan King,3,9-Sep,5,48,0,5477-052,3,1 1/4,The Barbury Lions 7,SIR PERCY,HAZY DANCER,70,4.33,£3873
6462,237550,272353,Queensland Boy(IRE),David Probert,Ian Williams,3,5-Sep,11,89,0,7036214,4,nk,Letsgiveitago,AUSTRALIA,QUEEN OF FRANCE(USA),66,23,£3873
6463,237550,267605,Wilkie,Daniel Muscutt,John Butler,5,5-Sep,10,16,0,7560026,5,nk,Mr Gerry Dolan,NEW APPROACH(IRE),VICTORIAN BEAUTY(USA),60,8.5,£3873
6464,237550,274466,Kitty Foyle(IRE),Harry Davies,Simon &amp; Ed Crisford,3,6-Sep,8,16,0,5842,6,2-Jan,Rabbah Racing,TEOFILO(IRE),KAZIMIERA,67,6,£3873
6465,237550,267028,Divya(IRE),Billy Loughnane,Ed Walker,3,6-Sep,9,22,0,3-3245037,7,4-Mar,,,,67,11,£3873
6466,237550,251619,Pop The Champagne(FR),George Rooke,David Killahena &amp; Graeme McPherson,7,1-Oct,1,36,0,356,8,3,Mrs Jill Phillips &amp; Graeme McPherson,SPANISH MOON(USA),SIX PACK(FR),70,15,£3873
6467,237550,258705,Charlies Yard,Joshua Bryan,Georgina Nicholls,5,4-Sep,12,479,0,00/113521-,9,3 1/4,Mr Roger Peel,CITYSCAPE,REAL ME,59,34,£3873
6468,237550,252931,Man Of Riddles(USA),Grace McEntee,Max Young,5,1-Oct,2,15,0,3/311243-8,10,hd,Never Say Die &amp; Partners,TEMPLE CITY(USA),MIEN(USA),70,101,£3873
6469,237550,255280,Lady Valentine(IRE),Frederick Larson,Michael Appleby,4,12-Sep,3,24,0,9/8258523-,11,3 1/4,,,,67,41,£3873
6470,237550,256232,Rock Chant(USA),Charles Bishop,Ian Williams,5,12-Sep,4,122,1,11313836,,,Teme Valley,FLINTSHIRE,HIGH CHANT(USA),67,,£3873
6471,237551,264576,Sixties Chic,Charles Bishop,Jack Channon,3,1-Sep,12,27,0,71d7-43,1,,,,,60,34,£3873
6472,237551,262613,Star Of Lady M,David Probert,David OMeara,3,8-Sep,3,14,0,24708534,2,ns,Mr M. Madden,HAVANA GREY,ABRAJ DUBAI(USA),67,5,£3873
6473,237551,257229,Starsong(IRE),Rossa Ryan,Michael Appleby,4,7-Sep,5,15,0,61962472,3,ns,Mrs J E Mulhern &amp; David S McGuinness,STARSPANGLEDBANNER(AUS),MEETYOUATTHEMOON(IRE),66,5,£3873
6474,237551,263429,Daytona Lady(IRE),James Sullivan,Ruth Carr,3,5-Sep,9,17,0,15700579,4,4-Mar,,,,64,29,£3873
6475,237551,263183,Just Janet,Mark Winn,David OMeara,3,10-Sep,1,22,0,14086572,5,1 1/4,,,,69,21,£3873
6476,237551,267182,My Delilah(IRE),Finley Marsh,Adrian Wintle,3,4-Sep,10,45,0,73515636,6,1 1/2,Bendall Family,GALILEO GOLD,PAELLA(IRE),63,13,£3873
6477,237551,263285,Secret Mistral,William Carson,Tony Carroll,3,10-Sep,2,21,0,93540134,7,4-Mar,Mr A. Mills,PEARL SECRET,BEAU MISTRAL(IRE),69,5,£3873
6478,237551,267303,Speed Dial Baileys,Billy Loughnane,James Tate,3,6-Sep,8,27,0,78517231,8,1 1/2,G. R. Bailey Ltd (Baileys Horse Feeds),HARRY ANGEL(IRE),RING FOR BAILEYS,65,3.5,£3873
6479,237551,261458,Soi Dao(IRE),Tyler Heard,Adrian Wintle,4,7-Sep,6,104,0,57076546,9,2-Jan,,,,66,34,£3873
6480,237551,257526,Noteable(IRE),Aiden Brookes,Craig Lidster,4,6-Sep,7,21,0,47052210,10,4-Mar,Mrs Wendy Burdett,PROFITABLE(IRE),JENNY LIND,65,10,£3873
6481,237551,264286,In The Giving(IRE),Harry Russell,Adrian Keatley,3,8-Sep,4,134,0,14-226368,11,2 3/4,,,,67,67,£3873
6482,237551,265007,Corinthian Kid(IRE),Liam Keniry,Patrick Morris,3,3-Sep,11,72,0,32-800477,12,4 1/2,,,,62,81,£3873
6483,237552,278110,Port Augusta,G. F. Carroll,"W. P. Browne, Ireland",2,5-Sep,4,,0,,1,,,,,,4.5,"€ 22,000"
6484,237552,277146,Mint Man,L. T. McAteer,"P. J. F. Murphy, Ireland",2,5-Sep,3,17,0,99,2,nk,Real Horse Degen Club,DUE DILIGENCE(USA),AHWAHNEE,,51,"€ 22,000"
6485,237552,278109,Fair Taxes(IRE),William James Lee,"Ross OSullivan, Ireland",2,5-Sep,2,,0,,3,3 1/4,,,,,9.5,"€ 22,000"
6486,237552,276848,Abiding Star(IRE),C. D. Hayes,"John Patrick Hayes, Ireland",2,Sep-00,6,41,0,9,4,hd,,,,,23,"€ 22,000"
6487,237552,274566,Emerald Banner(IRE),Shane Foley,"Mrs J. Harrington, Ireland",2,Sep-00,7,56,0,5222,5,nk,,,,,1.57,"€ 22,000"
6488,237552,273011,Clonmacash,J. A. Powell,"Miss Natalia Lupini, Ireland",2,10-Sep,1,9,0,53666441,6,ns,"M Devlin, N OHare,G Devlin, Kabin Synd",CHARMING THOUGHT,ORIENTATE,,7.5,"€ 22,000"
6489,237552,276565,Signor Ferrari(IRE),R. Whearty,"J. J. Feane, Ireland",2,5-Sep,5,14,0,85,7,4 1/4,Miss C. R. Holmes,INVINCIBLE ARMY(IRE),ALTOGETHER(IRE),,26,"€ 22,000"
6490,237552,278111,Lorrs Girl(IRE),R. P. Cleary,"Rodger Sweeney, Ireland",2,Sep-00,8,,0,,8,2,Rodger Sweeney,KODI BEAR(IRE),ADD UP(IRE),,126,"€ 22,000"
6491,237552,276257,Rosato(IRE),J. Kearney,"Charles Weld, Ireland",2,Sep-00,9,14,1,4,,,Mrs John M. Weld,RAVENS PASS(USA),CHERRY WINE(IRE),,,"€ 22,000"
6492,237552,278112,Twilight Hours(IRE),G. P. Halpin,"Joseph Patrick OBrien, Ireland",2,Sep-00,10,,1,,,,Clipper Logistics Group Ltd,NIGHT OF THUNDER(IRE),WHITE BULLET,,,"€ 22,000"
6493,237552,272719,Zelestial,Declan Mcdonogh,"Joseph Patrick OBrien, Ireland",2,Sep-00,11,166,1,56,,,Kia Ora Stud Pty Ltd,ZOUSTAR(AUS),MADERNIA(IRE),,,"€ 22,000"
6494,237553,264790,Cash Or Crypto(IRE),L. T. McAteer,"David Marnane, Ireland",3,8-Sep,10,35,0,9-203RP35,1,,,,,74,6,"€ 12,000"
6495,237553,237625,Volatile Analyst(USA),S. McCullagh,"Adrian Mcguinness, Ireland",6,Oct-00,2,34,0,508-57064,2,ns,Mr A. F. OCallaghan,DISTORTED HUMOR(USA),GENTLE CAROLINE(USA),80,7,"€ 12,000"
6496,237553,265965,Daamberdiplomat(IRE),Wesley Joyce,"John Patrick Murtagh, Ireland",3,2-Oct,1,83,0,790-57444,3,1 1/4,Whyte Hickey Rafter Kilkenny Syndicate,COTAI GLORY,POETICAL(IRE),82,9,"€ 12,000"
6497,237553,235598,Half Nutz(IRE),Adam Caffrey,"Adrian Mcguinness, Ireland",6,6-Sep,12,26,0,42274500,4,hd,Woodfarm Racing Syndicate,SIR PRANCEALOT(IRE),SEGORIA(IRE),72,8.5,"€ 12,000"
6498,237553,258854,Secret Magician(IRE),J. A. Powell,"Martin Hassett, Ireland",4,6-Sep,13,17,0,60100604,5,sh,Deirdre Hassett,MAGICIAN(IRE),SECRET SHINE(IRE),72,8.5,"€ 12,000"
6499,237553,273214,Ostraka(IRE),Shane Foley,"M. Halford &amp; T. Collins, Ireland",3,12-Sep,6,72,0,1457,6,2-Jan,Mrs Garrett Freyne,PROFITABLE(IRE),OSTATNIA(IRE),78,17,"€ 12,000"
6500,237553,231805,Jered Maddox,William James Lee,"David Marnane, Ireland",7,12-Sep,5,14,0,4002164,7,ns,City Equine II Syndicate,LAWMAN(FR),AL JANADEIRYA,78,5.5,"€ 12,000"
6501,237553,262440,Furnace Creek(IRE),R. C. Colgan,"Joseph Anthony Murray, Ireland",4,9-Sep,9,17,0,54039200,8,nk,Mr D. Coogan,DIVINE PROPHET(AUS),VALAMAREHA(IRE),75,19,"€ 12,000"
6502,237553,255989,Curraheen Princess(IRE),G. F. Carroll,"N. Stokes, Ireland",5,7-Sep,11,12,0,11660957,9,1 3/4,Mr T. Egan,PRINCE OF LIR(IRE),JOYFUL RISK(IRE),73,17,"€ 12,000"
6503,237553,247892,Marks Bear(IRE),Declan Mcdonogh,"W. J. Burke, Ireland",5,11-Sep,7,60,0,09060-005,10,nk,Mrs Catherine Reed,KODI BEAR(IRE),ELIZABETH SWANN,77,29,"€ 12,000"
6504,237553,259341,Tamazu(IRE),C. M. Hogan,"F. Birrane, Ireland",4,6-Sep,14,66,0,005-27362,11,2-Jan,Ms Fiona Nolan,TAMAYUZ,CNOCAN GOLD(IRE),72,34,"€ 12,000"
6505,237553,264464,Dontspoilasale(IRE),D. E. Sheehy,"Miss Natalia Lupini, Ireland",3,13-Sep,3,14,0,42-952740,12,4-Mar,,,,79,15,"€ 12,000"
6506,237553,273301,Petit Calvados(IRE),Oisin McSweeney,"E. J. ONeill, Ireland",5,11-Sep,8,41,0,16114-638,13,hd,Mrs B. Cosgrove,EQUIANO(FR),APPLE SPIRIT(USA),77,13,"€ 12,000"
6507,237553,265529,Musical Tribute,C. D. Hayes,"D. J. Bunyan &amp; G. OLeary, Ireland",3,13-Sep,4,29,0,5-3333194,14,4 1/2,Mr J. C. Smith,ACCLAMATION,GIFT OF MUSIC(IRE),79,26,"€ 12,000"
6508,237553,257429,Eastern Wind,Reserve,"T. G. Mccourt, Ireland",4,5-Sep,15,12,1,3085696,,,,,,71,,"€ 12,000"
6509,237553,268424,First Gentleman(IRE),Reserve,"Mrs J. Harrington, Ireland",3,4-Sep,16,30,1,33233786,,,,,,70,,"€ 12,000"
6510,237553,263683,Distillate,Reserve,"Adrian Mcguinness, Ireland",3,4-Sep,17,17,1,21251540,,,NO’Hare/GDevlin/JMcCrory/KabinRacingSynd,HAVANA GREY,DOLLY COLMAN(IRE),70,,"€ 12,000"
6511,237554,273446,Bergamasco(IRE),J. J. G. Ryan,"Jack W. Davison, Ireland",2,2-Oct,1,2,0,4534,1,,JPD Partnership,CAPPELLA SANSEVERO,PASSIFIED LADY(USA),74,8,"€ 11,000"
6512,237554,275909,Dream Ticket(FR),William James Lee,"W. Mccreery, Ireland",2,5-Sep,3,36,0,90,2,1,S. Hyland/J. Burke/Oghill House Stud Ltd,DARIYAN(FR),STRAIGHT LASS(IRE),63,15,"€ 11,000"
6513,237554,276275,Miami Sunshine(USA),J. Kearney,"Adrian Murray, Ireland",2,4-Sep,5,21,0,959,3,2 1/2,Mrs Giselle De Aguiar,EXAGGERATOR(USA),TEMPTATION BOUND(USA),62,17,"€ 11,000"
6514,237554,274187,Victors Choice(IRE),R. Whearty,"Adrian Murray, Ireland",2,Sep-00,7,18,0,602,4,2-Jan,Paul McLoughlin &amp; Daniel John Foster,THE LAST LION(IRE),NORTHERN JEWEL(IRE),58,15,"€ 11,000"
6515,237554,274562,Masonbrook Meadow(IRE),Oisin McSweeney,"Daniel James Murphy, Ireland",2,13-Sep,2,42,0,5095,5,nk,,,,71,3.5,"€ 11,000"
6516,237554,271548,Thia(IRE),R. P. Cleary,"J. S. Bolger, Ireland",2,Sep-00,6,18,0,4350646,6,sh,Mrs J. S. Bolger,VOCALISED(USA),TEOIRICIUIL(IRE),58,9.5,"€ 11,000"
6517,237554,274533,So Diligent,D. E. Sheehy,"T. G. Mccourt, Ireland",2,10-Aug,10,80,0,897,7,1 3/4,Colm Kedney &amp; Ms Denise McCourt,DUE DILIGENCE(USA),NIBBLING(IRE),54,51,"€ 11,000"
6518,237554,275835,With Annie Luck(IRE),C. D. Hayes,"Kevin Prendergast, Ireland",2,7-Aug,13,31,0,7709,8,1,,,,51,19,"€ 11,000"
6519,237554,274410,Koniag(IRE),Declan Mcdonogh,"Kieran Patrick Cotter, Ireland",2,4-Sep,4,32,0,9556,9,nk,,,,62,4.2,"€ 11,000"
6520,237554,276430,Phoenix Princess(IRE),S. D. Bowen,Brendan Maurice Walsh,2,7-Aug,12,31,0,950,10,1 3/4,One Touch Will Do Syndicate,PHOENIX OF SPAIN(IRE),SILK CITY(IRE),51,101,"€ 11,000"
6521,237554,275059,Highland Bells(IRE),Wesley Joyce,"Michael Mulvany, Ireland",2,11-Aug,9,17,0,87646,11,nk,Bells Syndicate,HIGHLAND REEL(IRE),CRIMSON SUNRISE(IRE),55,10,"€ 11,000"
6522,237554,274407,Burn The Bridges(IRE),S. B. Kelly,"John Patrick Murtagh, Ireland",2,13-Aug,8,70,0,508,12,1,Big Tree Syndicate,DANDY MAN(IRE),MELABELLE(FR),57,13,"€ 11,000"
6523,237554,275282,Mokotow Glory,J. A. Powell,"Daniel James Murphy, Ireland",2,7-Aug,11,35,0,0,13,22,,,,51,41,"€ 11,000"
6524,237555,257931,Sioux Princess,J. J. G. Ryan,"M. D. OCallaghan, Ireland",4,3-Sep,10,35,0,233-67719,1,,,,,51,4.5,"€ 10,500"
6525,237555,259107,Mauras Gift(IRE),R. Whearty,"Paul W. Flynn, Ireland",4,3-Sep,9,49,0,10-589997,2,4-Mar,Call A. Copper Syndicate,ELZAAM(AUS),DANCE FOR LIVVY(IRE),51,4.5,"€ 10,500"
6526,237555,261587,Dreams Fled Away(IRE),H. J. Horgan,"Shane Crawley, Ireland",4,2-Sep,11,49,0,090-0009,3,4-Mar,Tyrone Molloy,ELZAAM(AUS),CHERRYADE(IRE),50,19,"€ 10,500"
6527,237555,271846,Humtaza(IRE),C. Stone-Walsh,"P. ORourke, Ireland",4,11-Sep,4,16,0,67424795,4,2,Mr P. ORourke,COTAI GLORY,IMTIDAAD(USA),59,5.5,"€ 10,500"
6528,237555,248425,St Cianans Fire(IRE),Cillian McConnell,"John Mcconnell, Ireland",5,12-Sep,3,9,0,110-00040,5,2,S J Condron,ELZAAM(AUS),DANCE FOR LIVVY(IRE),60,13,"€ 10,500"
6529,237555,213685,Big Challenge(IRE),P. A. Harnett,"R. Donohoe, Ireland",9,4-Sep,8,18,0,06/0000-00,6,2-Jan,Godolphin,SEA THE STARS(IRE),SOMETHING MON(USA),52,34,"€ 10,500"
6530,237555,261592,Ballycommon Chapel(IRE),K. G. Kennedy,"Peter Cluskey, Ireland",5,13-Aug,13,56,0,0660-0700,7,1 3/4,,,,47,34,"€ 10,500"
6531,237555,259527,Action Motion(IRE),S. D. Bowen,"Miss Shauna Larkin, Ireland",4,10-Sep,5,9,0,65305-507,8,2-Jan,Mr J. P. Ledwidge,GUTAIFAN(IRE),PORTICO,58,12,"€ 10,500"
6532,237555,219236,Landue,Oisin McSweeney,"R. K. Watson, Ireland",8,5-Sep,7,9,0,5/0000,9,sh,Mr M. P. N. Tregoning,CHAMPS ELYSEES,TIME OF GOLD(USA),53,67,"€ 10,500"
6533,237555,231741,Storm Steps(IRE),J. Kearney,"Patrick Martin, Ireland",8,Oct-00,1,16,0,335809-09,10,3 1/2,Mr J. Monaghan,FOOTSTEPSINTHESAND,TRAVEL TREAT(IRE),62,13,"€ 10,500"
6534,237555,260873,Nevada Brave(IRE),Wesley Joyce,"Luke Comer, Ireland",5,13-Aug,14,56,0,16338034,11,11,Mr Luke Comer,KARGALI(IRE),RAHYA CASS(IRE),47,4.5,"€ 10,500"
6535,237555,260010,Is That So(IRE),Jack Cleary,"Adrian Murray, Ireland",6,5-Sep,6,35,0,90/206-0,12,4-Mar,Mr Cathal McCarthy,ALHEBAYEB(IRE),PALLAS ATHENA(IRE),53,34,"€ 10,500"
6536,237555,271738,Tds Approach(IRE),C. M. Hogan,"Cian Michael Collins, Ireland",3,2-Sep,12,128,0,49,13,29,,,,55,26,"€ 10,500"
6537,237555,266752,Deluca Chop(FR),Adam Caffrey,"S. M. Duffy, Ireland",4,12-Sep,2,56,1,955363,,,Mr Sean Dalton,PANIS(USA),DULCINA(FR),60,,"€ 10,500"
6538,237555,251954,Nusra(IRE),Reserve,"G. Ahern, Ireland",6,13-Aug,15,32,1,947-20810,,,Sehar Iqbal,FINSCEAL FIOR(IRE),SWIFT ACCLAIM(IRE),47,,"€ 10,500"
6539,237555,238787,Bronze River,Reserve,"John Mcconnell, Ireland",6,13-Aug,16,14,1,13797990,,,Mick and Janice Mariscotti,ARCHIPENKO(USA),AVON LADY,47,,"€ 10,500"
6540,237555,270812,Areana(IRE),Reserve,"Miss Shauna Larkin, Ireland",4,Oct-00,17,128,1,659260,,,,,,62,,"€ 10,500"
6541,237556,241399,Golden Sandbanks,R. Whearty,"Paul W. Flynn, Ireland",6,12-Sep,4,18,0,0/901-4120,1,,Mr J Fyffe &amp; Mr D Pryde,HAVANA GOLD(IRE),SERRENIA(IRE),61,5.5,"€ 10,500"
6542,237556,260636,Sky Legend,S. D. Bowen,"Philip Michael Byrne, Ireland",4,2-Oct,3,16,0,3880592,2,2-Jan,Mr Boniface Ho Ka Kui,GALILEO(IRE),SPECTRE(FR),65,5.5,"€ 10,500"
6543,237556,270518,Wishes And Dreams(IRE),H. J. Horgan,"Joseph Patrick OBrien, Ireland",3,13-Aug,10,9,0,992,3,4-Mar,Stride Racing Syndicate,HIGHLAND REEL(IRE),KIRINDA(IRE),53,8,"€ 10,500"
6544,237556,254002,Elzaamsan(IRE),J. Coen,"M. Halford &amp; T. Collins, Ireland",5,11-Sep,5,56,0,83390705,4,sh,Castle Beech Partnership,ELZAAM(AUS),LADY CONWAY(USA),60,4.5,"€ 10,500"
6545,237556,227517,Sand Castle(IRE),Jack Cleary,"Adrian Murray, Ireland",7,9-Sep,8,78,0,2/51-306,5,nk,Anthony F McLoughlin &amp; Adrian Murray,MORPHEUS,REGRESA A MI(IRE),58,6,"€ 10,500"
6546,237556,261932,Hot Lady(IRE),Wesley Joyce,"Luke Comer, Ireland",5,12-Aug,11,133,0,608-7002,6,sh,,,,47,15,"€ 10,500"
